,ssvid,score,detect_id,scene_id,gfw_length,sar_length,is_fishing,likelihood_in,region,within_footprint_5km,match_review
36,,0.0,6cf76b54-94f4-4c04-96e2-f79a89ca9d24,RS2_20191214_144658_0074_DVWF_HH_SCS_779556_0833_31736546,,52.14,False,,indian,,
37,,0.0,a7e9b635-b625-42f0-ac58-d4491b7ab815,RS2_20191217_145919_0074_DVWF_HH_SCS_780369_0876_31782334,,49.14,False,,indian,,
38,,0.0,c4a25e45-76f0-4b21-98e3-b68530c7b0cf,RS2_20191214_144658_0074_DVWF_HH_SCS_779556_0833_31736546,,110.8,False,,indian,,
39,,0.0,e8ad59ba-fb57-4597-b8d3-307325b9fc62,RS2_20191217_145919_0074_DVWF_HH_SCS_780369_0876_31782334,,58.02,False,,indian,,
40,,0.0,35a64dcb-05f6-4c94-96cc-7415832896eb,RS2_20191208_015258_0074_DVWF_HH_SCS_777856_0729_31603800,,22.59,False,,indian,,
41,,0.0,ab7e208b-bdc2-4dd9-b96a-87d1f5bac0de,RS2_20191214_144658_0074_DVWF_HH_SCS_779556_0833_31736546,,89.85,False,,indian,,
42,,0.0,28e44e82-8692-4744-ae95-86568204128e,RS2_20191225_015703_0074_DVWF_HH_SCS_782308_0979_31959696,,91.56,False,,indian,,
43,,0.0,6db6baa4-4106-4d9b-bb0c-77eefcb4e1bc,RS2_20191013_145521_0074_DVWF_HH_SCS_764052_0028_30848318,,40.12,False,,indian,,
44,,0.0,860c1fd0-9b29-431f-8dd5-ea2f60532cf0,RS2_20191224_145513_0074_DVWF_HH_SCS_782169_0971_31947269,,54.25,False,,indian,,
45,,0.0,23a0af26-c5ff-4d0f-a056-f236335f8ef9,RS2_20191224_145513_0074_DVWF_HH_SCS_782169_0971_31947269,,110.79,False,,indian,,
46,,0.0,7d3ad761-6861-4c88-97da-7b57d0a28c90,RS2_20200106_151610_0074_DVWF_HH_SCS_785528_1146_32185412,,14.51,False,,indian,,
47,,0.0,5fd5ed69-c8b4-4d0d-88d5-bd4703ba0ae8,RS2_20191224_145513_0074_DVWF_HH_SCS_782169_0971_31947269,,28.67,False,,indian,,
48,,0.0,4acac085-47a7-485c-85ef-a01d23a39b1c,RS2_20191130_145519_0074_DVWF_HH_SCS_775939_0638_31506250,,97.48,False,,indian,,
49,,0.0,9036386f-112d-4c1b-b856-97d8eeede189,RS2_20191217_145919_0074_DVWF_HH_SCS_780369_0876_31782334,,33.72,False,,indian,,
50,,0.0,988cbfec-7345-4b07-9b47-5f064bab278a,RS2_20191006_145935_0074_DVWF_HH_SCS_762256_9950_30803268,,20.02,False,,indian,,
51,,0.0,bc6d1359-7a76-4e75-849c-edb257021bbc,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402,,48.77,False,,indian,,
52,,0.0,74c9f1bf-8ab3-4721-8ad9-a44592b525c2,RS2_20191130_145519_0074_DVWF_HH_SCS_775939_0638_31506250,,128.06,False,,indian,,
53,,0.0,433f7ffb-c3a6-42de-85fb-777c68359c14,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402,,59.42,False,,indian,,
54,,0.0,9b97d44c-40ac-4836-92bc-0ced59a1b4b4,RS2_20191013_145521_0074_DVWF_HH_SCS_764052_0028_30848318,,41.87,False,,indian,,
55,,0.0,0f0dea03-23f8-411f-b453-2e646b110add,RS2_20200106_151610_0074_DVWF_HH_SCS_785528_1146_32185412,,14.15,False,,indian,,
56,,0.0,3e88a611-0536-4477-a4f2-49d9f990c0de,RS2_20191011_014440_0074_DVWF_HH_SCS_763423_9997_30848315,,27.82,False,,indian,,
57,,0.0,0a0f391a-8bd1-443b-b178-1cb633bd2dde,RS2_20191225_015703_0074_DVWF_HH_SCS_782308_0979_31959696,,62.39,False,,indian,,
58,,0.0,34947400-5b90-4d03-aa72-191f32432689,RS2_20191217_145919_0074_DVWF_HH_SCS_780369_0876_31782334,,76.8,False,,indian,,
59,,0.0,203b0e0b-2c15-4806-9607-c13c701bc71a,RS2_20191006_145935_0074_DVWF_HH_SCS_762256_9950_30803268,,20.03,False,,indian,,
60,,0.0,c4b652a0-fdce-4955-b949-8a797e4339c1,RS2_20191225_015703_0074_DVWF_HH_SCS_782308_0979_31959696,,72.76,False,,indian,,
61,,0.0,864585a4-5ab6-434b-ab44-a0e790a3c83c,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402,,85.27,False,,indian,,
62,,0.0,6c778409-5c85-4a37-a622-148ac0c8f7d9,RS2_20191214_144658_0074_DVWF_HH_SCS_779556_0833_31736546,,60.5,False,,indian,,
63,,0.0,60b1249a-89ac-4fc2-9e7c-2ad661fe2928,RS2_20191224_145513_0074_DVWF_HH_SCS_782169_0971_31947269,,75.57,False,,indian,,
64,,0.0,901a2917-4817-4a6d-b2cf-0c82c3c8d073,RS2_20191225_015703_0074_DVWF_HH_SCS_782308_0979_31959696,,57.04,False,,indian,,
65,,0.0,82d75500-cc6a-4279-9e7b-d5267ee738a9,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402,,58.24,False,,indian,,
66,,0.0,b9318b7b-4459-413c-a393-257e01efc72b,RS2_20191214_144658_0074_DVWF_HH_SCS_779556_0833_31736546,,49.5,False,,indian,,
67,,0.0,2d4927e4-7681-4588-975f-65e6e44ee666,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402,,65.47,False,,indian,,
68,,0.0,a831119d-c8ce-4a33-bc15-2adda82b3fa6,RS2_20191217_145919_0074_DVWF_HH_SCS_780369_0876_31782334,,17.31,False,,indian,,
69,,0.0,8a8aeeb8-13db-4beb-8e6f-ecc11725e962,RS2_20191028_014848_0074_DVWF_HH_SCS_767720_0207_31056964,,24.82,False,,indian,,
70,,0.0,0abe0237-5630-4c2b-b3b5-fbb1ae2694d0,RS2_20191208_015258_0074_DVWF_HH_SCS_777856_0729_31603800,,49.77,False,,indian,,
71,,0.0,17b97516-f3e0-4ce9-ad03-8c8a4be2ba8a,RS2_20191013_145521_0074_DVWF_HH_SCS_764052_0028_30848318,,49.6,False,,indian,,
72,212498000,3.39348982079459,c6f0e4d0-83a3-4948-b413-56eb4c2a7a14,RS2_20191126_151156_0074_DVWF_HH_SCS_774921_0579_31462938,153.555770342637,170.49,False,1.0,indian,True,yes
73,477347800,1.06846362018085,b38fc712-fe6d-45a7-83f2-56e63c4e4256,RS2_20200106_151610_0074_DVWF_HH_SCS_785528_1146_32185412,170.517216374059,181.41,False,1.0,indian,True,yes
74,529813000,0.474403087844669,3e442c7b-1752-4096-9be7-5fcc8f68c0c8,RS2_20191225_015703_0074_DVWF_HH_SCS_782308_0979_31959696,37.0074484371906,165.0,False,0.999999999999999,indian,True,yes
75,631918000,7.28202083226145,7e04eeb9-4b9c-4742-9f4a-0b49431cc0b3,RS2_20191225_015703_0074_DVWF_HH_SCS_782308_0979_31959696,45.3139213351566,98.76,False,1.0,indian,True,yes
76,538006274,23.1808135196031,d2d27ebb-02dd-48ae-ab55-3146c23c4255,RS2_20200106_151610_0074_DVWF_HH_SCS_785528_1146_32185412,173.934568816352,191.87,False,1.00000000000001,indian,True,yes
77,235111665,0.000443576959283932,4ec2ce54-d8ed-49ac-a12f-12d0bc7e2162,RS2_20191126_151156_0074_DVWF_HH_SCS_774921_0579_31462938,23.1898571054635,17.36,False,0.140535957654205,indian,True,yes
78,664511000,0.00145211258809966,9c4e6e86-73db-4a49-b919-710eff3b5edf,RS2_20191126_151156_0074_DVWF_HH_SCS_774921_0579_31462938,47.5175801015174,52.46,False,0.999999999999995,indian,True,yes
79,224434000,1.34370526432116e-11,d06ea894-5322-4eb2-bf21-993804b3f9e1,RS2_20191126_151156_0074_DVWF_HH_SCS_774921_0579_31462938,105.0,31.89,False,0.999999999962312,indian,True,no
80,416313000,0.247923518687163,b00860fe-1962-423b-90c4-04c4ab8e975f,RS2_20191225_015703_0074_DVWF_HH_SCS_782308_0979_31959696,56.0,99.28,True,1.00000000000001,indian,True,yes
81,416005262,0.0315624829330163,66221707-444a-43d6-b342-9c967bd07f5b,RS2_20191225_015703_0074_DVWF_HH_SCS_782308_0979_31959696,36.0,77.2,True,0.999999965623308,indian,True,yes
82,416004369,0.248547700428894,28e6164e-c992-4f16-b937-6e26671b30a5,RS2_20191214_144658_0074_DVWF_HH_SCS_779556_0833_31736546,35.76,69.45,True,1.00000000000001,indian,True,yes
83,416633000,0.151113586154429,df0f249f-9b82-43a2-9f5c-e358f6513f2b,RS2_20191217_145919_0074_DVWF_HH_SCS_780369_0876_31782334,55.9,44.5,True,1.0,indian,True,yes
84,416252800,0.442296572013792,06a6f44e-d6ce-4fc1-978d-13416576c78f,RS2_20191217_145919_0074_DVWF_HH_SCS_780369_0876_31782334,50.2591026206303,38.79,True,1.00000000000001,indian,True,yes
85,416175500,1.47009986478217,a8cf207c-0dc3-4713-939f-083b56471260,RS2_20191214_144658_0074_DVWF_HH_SCS_779556_0833_31736546,55.72,125.3,True,0.999999999999998,indian,True,yes
86,416153500,0.509726744153036,010a16df-de6b-48e7-8612-5ac004fb6a81,RS2_20200107_144650_0074_DVWF_HH_SCS_785751_1158_32185414,56.3,74.52,True,0.999999999999992,indian,True,yes
87,416175500,0.121354402465116,75146514-75d1-4fc3-976d-662e61f30016,RS2_20191217_145919_0074_DVWF_HH_SCS_780369_0876_31782334,55.72,38.5,True,0.999999991549914,indian,False,yes
88,416137700,0.184307554194672,d67aa40f-8937-4c21-8486-c52183d83720,RS2_20191217_145919_0074_DVWF_HH_SCS_780369_0876_31782334,56.0,130.03,True,0.99999999999999,indian,True,yes
89,416635000,0.204801758599872,cd4a9448-c1ce-419d-ae8a-c3b0df89f9be,RS2_20191217_145919_0074_DVWF_HH_SCS_780369_0876_31782334,56.1,136.39,True,1.0,indian,True,yes
90,416005261,0.00531559783084135,8682ac41-8fec-404d-bc61-3c68b3ea483d,RS2_20191217_145919_0074_DVWF_HH_SCS_780369_0876_31782334,36.1054954528674,81.88,True,0.999999999999999,indian,True,yes
91,563050100,1.17068289179062,0bc8dac9-7fc1-4297-b3cd-ba332ca8d29d,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402,149.636173514609,221.63,False,0.999999999999999,indian,True,yes
92,416005206,0.314887579136472,0585f734-13ce-4375-a228-137275711995,RS2_20191217_145919_0074_DVWF_HH_SCS_780369_0876_31782334,38.0,50.83,True,0.999999999999994,indian,True,yes
93,416004937,0.909706687012787,822d80ce-530a-4bb5-b424-b363241f5d40,RS2_20200106_151610_0074_DVWF_HH_SCS_785528_1146_32185412,45.5781314013016,70.54,True,0.999840792963991,indian,False,yes
94,664137000,0.000335890117814876,7d8a25b3-d961-4882-9a5e-79bca34ff2bc,RS2_20191224_145513_0074_DVWF_HH_SCS_782169_0971_31947269,48.7,56.93,True,0.994388656250936,indian,True,yes
95,416330000,0.467876340571376,ca265b7e-f7ad-4871-81a3-da9f80bcfd5c,RS2_20191225_015703_0074_DVWF_HH_SCS_782308_0979_31959696,56.0,102.63,True,1.00000000000001,indian,True,yes
96,416137700,3.81278053444457,4a2ffab7-fd28-4528-bc6e-c0f81988b6c2,RS2_20191224_145513_0074_DVWF_HH_SCS_782169_0971_31947269,56.0,109.91,True,0.999999999999998,indian,True,yes
97,416004968,0.0166845926589179,330c390f-a724-4237-97bd-64062e17daa7,RS2_20191225_015703_0074_DVWF_HH_SCS_782308_0979_31959696,36.0,48.21,True,0.999999999999997,indian,True,yes
98,477133600,0.176593227198066,b1dc9e2b-c7cb-479e-bfa9-0271dffc1ea6,RS2_20191011_014440_0074_DVWF_HH_SCS_763423_9997_30848315,159.136206145396,196.21,False,1.0,indian,True,yes
99,416004968,0.0180688855646904,df76ce97-b54d-4351-945f-b8a5396c9262,RS2_20191224_145513_0074_DVWF_HH_SCS_782169_0971_31947269,36.0,44.72,True,1.00000000000001,indian,True,yes
100,416002039,3.48437231223891,78fc0980-80ee-4f19-b0cd-5bd467ce97fa,RS2_20200107_144650_0074_DVWF_HH_SCS_785751_1158_32185414,28.3,40.02,True,0.999999999999997,indian,True,yes
101,416888888,1.47715935842782,8bc7b6db-6309-48b4-8d3a-64d174dbeea6,RS2_20191225_015703_0074_DVWF_HH_SCS_782308_0979_31959696,40.6,99.78,True,1.00000000000001,indian,True,yes
102,416863000,0.696486225321227,3458cd47-c9f8-4332-9d36-a48e692f44a3,RS2_20191214_144658_0074_DVWF_HH_SCS_779556_0833_31736546,54.15,124.66,True,0.999999804970335,indian,False,yes
103,416717000,0.015985545486836,d7bd99b1-99b1-4a07-a6ac-e689d5f6f9ca,RS2_20191214_144658_0074_DVWF_HH_SCS_779556_0833_31736546,48.95,185.01,True,0.999999674253424,indian,True,yes
104,416005668,0.484888224837652,b1f8afde-ecc6-4953-a326-3e3bb85590a9,RS2_20191006_145935_0074_DVWF_HH_SCS_762256_9950_30803268,40.95,22.12,True,0.999999999999993,indian,True,yes
105,416005206,0.00663584797215325,33c67fd9-8b1e-4c0a-a7ec-4eed92dd7e94,RS2_20191028_014848_0074_DVWF_HH_SCS_767720_0207_31056964,38.0,36.21,True,1.0,indian,True,yes
106,247354400,0.130566463747442,3c58db90-5284-4e28-902e-527c0a79ac0c,RS2_20191214_144658_0074_DVWF_HH_SCS_779556_0833_31736546,81.1015,226.44,False,1.00000000000001,indian,True,yes
107,664070000,0.00700440729579981,acf2aa93-5ece-4dbc-8f63-4aad763240ca,RS2_20191013_145521_0074_DVWF_HH_SCS_764052_0028_30848318,39.0,74.6,True,1.0,indian,True,yes
108,200041634,0.745103498956979,a609a742-7d5f-49e7-8282-934d1a4a2e97,RS2_20191224_145513_0074_DVWF_HH_SCS_782169_0971_31947269,42.4070657924793,114.86,True,1.00000000000001,indian,True,yes
109,416004245,0.0409237392692354,6f402870-82d4-4e90-ab93-1b22750defa3,RS2_20191217_145919_0074_DVWF_HH_SCS_780369_0876_31782334,22.6,31.23,True,0.999999999999991,indian,True,yes
110,416003173,0.000150504507360301,24421353-88f3-4eca-8046-9723419c9559,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402,29.2,36.5,True,0.999999999999996,indian,True,yes
111,477133600,3.05607474604355,929baef0-dc20-4a55-87a5-1a4f54f3e7c0,RS2_20191214_144658_0074_DVWF_HH_SCS_779556_0833_31736546,159.136206145396,190.94,False,0.999999999999996,indian,True,yes
112,664631000,0.554477673552874,a4e2aeb9-13fc-4154-adf3-e715324eae13,RS2_20191217_145919_0074_DVWF_HH_SCS_780369_0876_31782334,59.2,186.73,True,0.999999999999999,indian,True,yes
113,416005307,0.208515643750063,943e82bb-f92a-42ba-8132-90da62a2b82f,RS2_20191013_145521_0074_DVWF_HH_SCS_764052_0028_30848318,40.6,45.71,True,0.999999999999995,indian,True,yes
114,416766000,0.0422517624985997,9062d784-733e-483e-83c9-25d29377f6ad,RS2_20191224_145513_0074_DVWF_HH_SCS_782169_0971_31947269,49.2314523187541,50.62,True,0.999999999999993,indian,True,yes
115,416005206,0.00158879744894591,10cc61aa-b75b-491e-9674-78f4a560dac6,RS2_20191013_145521_0074_DVWF_HH_SCS_764052_0028_30848318,38.0,29.78,True,0.999999999999999,indian,True,yes
116,416004773,0.00309524306307928,6998f675-6cb4-4ea6-abca-24f50e8d7108,RS2_20191011_014440_0074_DVWF_HH_SCS_763423_9997_30848315,37.54,34.36,True,1.0,indian,True,yes
117,416005060,0.0349468491351773,66046092-e0a4-421b-a02a-569b917907fd,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402,40.2,30.15,True,1.00000000000001,indian,True,yes
118,305459000,0.526828937984352,16f2d692-07d9-4ba2-9fd0-25c1aa5f9ec9,RS2_20191011_014440_0074_DVWF_HH_SCS_763423_9997_30848315,141.487775807332,115.5,False,0.999999999999999,indian,True,yes
119,416745000,6.58381125356293,aaea5f0d-90b0-425b-9d02-69dc62fa8533,RS2_20191126_151156_0074_DVWF_HH_SCS_774921_0579_31462938,53.75,39.27,True,1.0,indian,True,yes
120,306752000,1.19603795809223,f1266b42-a20e-4462-9dc9-6f5e60081649,RS2_20191006_145935_0074_DVWF_HH_SCS_762256_9950_30803268,124.7,148.32,False,1.0,indian,True,yes
121,416004507,76.2102806180074,fac9c3b3-270d-435f-a526-af8e01e0e64e,RS2_20191021_015301_0074_DVWF_HH_SCS_765981_0126_30985398,22.61,31.12,True,0.999999999999995,indian,True,yes
122,416775000,2.15043737765136,105a53de-3163-43f7-a6df-2f387776accd,RS2_20191208_015258_0074_DVWF_HH_SCS_777856_0729_31603800,48.8,26.61,True,0.99999999999999,indian,True,yes
123,412482984,0.000643430325351119,9294d5f0-5aac-40d1-9dcd-fbc08780f881,RS2_20191021_015301_0074_DVWF_HH_SCS_765981_0126_30985398,39.2131099087125,33.29,True,0.865429667414513,indian,True,yes_amb
124,416055600,0.244091694893121,93b4651c-0af9-45ad-be61-c75f87de5fda,RS2_20191224_145513_0074_DVWF_HH_SCS_782169_0971_31947269,56.0,94.26,True,0.999999999999994,indian,True,yes
125,200041634,0.00649012345019262,75eac4a1-140f-4187-beb2-285d936df6e4,RS2_20191011_014440_0074_DVWF_HH_SCS_763423_9997_30848315,42.4070657924793,54.27,True,1.0,indian,True,yes
126,416005115,0.424482337591659,8d9841fa-5d11-4440-838e-a58cf98815a4,RS2_20191013_145521_0074_DVWF_HH_SCS_764052_0028_30848318,39.35,137.1,True,0.999999999999994,indian,True,yes
127,416004865,1.45790911280801e-09,93c7fcdb-bd1d-461d-9df8-0da5c89dee1e,RS2_20191013_145521_0074_DVWF_HH_SCS_764052_0028_30848318,39.96,50.49,True,0.999999999919805,indian,True,no
128,664115740,2.25702432177925,05f2c1b5-0113-49b1-baca-5e3e1fdc6c4a,RS2_20191224_145513_0074_DVWF_HH_SCS_782169_0971_31947269,57.43,39.27,True,0.999999999999998,indian,True,yes
129,210274000,0.503908392753036,5223dec6-cbb1-4b2b-bf4d-adbf13cd5225,RS2_20191225_015703_0074_DVWF_HH_SCS_782308_0979_31959696,172.158573492068,196.5,False,1.0,indian,True,yes
130,636016948,12.7585499519155,718b9ed5-884b-44ad-a9b0-175bb33ebb8c,RS2_20200107_144650_0074_DVWF_HH_SCS_785751_1158_32185414,181.461184029093,221.0,False,1.0,indian,True,yes
131,304080796,67.4078068969732,c6b84707-cfd1-44cb-a313-1a37932f6538,RS2_20200107_144650_0074_DVWF_HH_SCS_785751_1158_32185414,145.667076879673,237.59,False,1.0,indian,True,yes
132,471052000,0.0730344058308017,e32fec90-d73e-4dec-8be4-d962bfd57507,RS2_20191011_014440_0074_DVWF_HH_SCS_763423_9997_30848315,49.4317559313552,21.7,False,1.00000000000001,indian,True,yes
133,353511000,1.09163431096246,87adeeed-d359-4f7f-bc3a-4911c980e77e,RS2_20200107_144650_0074_DVWF_HH_SCS_785751_1158_32185414,155.697551782323,226.15,False,0.999999999999997,indian,True,yes
134,645161000,1.46745967986179,bc313937-457f-4ca5-8735-0606256f5db9,RS2_20191028_014848_0074_DVWF_HH_SCS_767720_0207_31056964,101.092664794732,104.41,False,0.999999999999992,indian,True,yes
135,636015296,0.208639075829067,1299431d-f122-4592-8698-6fd30f115df3,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402,158.898348692846,138.28,False,0.999999999999997,indian,True,yes
136,645161000,0.0508164841001522,54da8d43-e510-475a-9867-3b65f3f6a687,RS2_20191214_144658_0074_DVWF_HH_SCS_779556_0833_31736546,101.092664794732,88.46,False,1.00000000000001,indian,True,yes
137,305544000,0.254246487599525,5d4c97cf-034d-46d3-895a-654a90429157,RS2_20191028_014848_0074_DVWF_HH_SCS_767720_0207_31056964,149.747673049579,145.48,False,1.00000000000001,indian,True,yes
138,200042406,1.01536197670394e-08,e9fb62d2-cdf9-49d0-97d1-91e8626657cd,RS2_20191011_014440_0074_DVWF_HH_SCS_763423_9997_30848315,34.2035741518833,29.85,True,0.99999612798336,indian,True,no
139,353511000,0.0184118612108321,64ee1dff-aa5a-4572-b965-2dab061b5906,RS2_20191214_144658_0074_DVWF_HH_SCS_779556_0833_31736546,155.697551782323,219.91,False,1.00000000000001,indian,True,yes
140,471052000,0.391859489712726,02ea8831-ae14-443c-9965-37b1a1296c6d,RS2_20191028_014848_0074_DVWF_HH_SCS_767720_0207_31056964,49.4317559313552,24.9,False,1.0,indian,True,yes_amb
141,572259220,0.00507069723731531,3d276de5-3ba9-4916-9d37-a4ef8854ea02,RS2_20191028_014848_0074_DVWF_HH_SCS_767720_0207_31056964,38.0334645174167,68.39,False,0.933186696224774,indian,True,yes_amb
142,572259220,24.3698170699381,85413fb6-7c53-4f18-9aeb-09043f8f5ad1,RS2_20191011_014440_0074_DVWF_HH_SCS_763423_9997_30848315,38.0334645174167,25.11,False,1.00000000000001,indian,True,yes
143,416005206,0.000123812370757847,d26e7d21-953f-4211-a198-0f3f47eec119,RS2_20191208_015258_0074_DVWF_HH_SCS_777856_0729_31603800,38.0,34.23,True,0.999999300194969,indian,True,yes
144,538002866,0.344747508907039,49e5df1a-7748-472a-a04d-509821dbddc9,RS2_20191028_014848_0074_DVWF_HH_SCS_767720_0207_31056964,172.267501731033,114.05,False,1.0,indian,True,yes
145,440089000,0.492533020479834,6532b575-8794-4e28-b0f6-0e02d5783af7,RS2_20191126_151156_0074_DVWF_HH_SCS_774921_0579_31462938,52.0165,64.8,True,0.999999999999994,indian,True,yes
146,416126500,0.583772240570762,aac84a43-4058-4b5b-a0a4-c2a1e5c3d62d,RS2_20191214_144658_0074_DVWF_HH_SCS_779556_0833_31736546,57.0,129.98,True,1.0,indian,True,yes
