X,Y,Name,description,Probability,DetectionId,ProductStartTime,ProductStopTime,Polarization,Beam,Length,Property,Type,Heading,ProductId
58.201691,-10.941093,FID: 0,,100.00,66046092-e0a4-421b-a02a-569b917907fd,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,9.25,30.15, Value ,VESSEL,179.35,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
56.559782,-10.341381,FID: 1,,100.00,1299431d-f122-4592-8698-6fd30f115df3,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,33.75,138.28, Value ,VESSEL,068.98,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
55.892055,-12.246719,FID: 2,,50.00,88f3b0f8-04ec-4cc5-932a-0b310e740859,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,5.85,24.68, Value ,VESSEL,126.52,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
57.970928,-9.994684,FID: 3,,100.00,19d41a05-6767-4562-860c-01fddb791408,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,16.05,84.16, Value ,VESSEL,186.19,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
58.525348,-10.222856,FID: 4,,75.00,8d9b600c-5abc-4650-bce8-6520bdf99bb9,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,9.56,24.12, Value ,VESSEL,175.68,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
57.050787,-9.899863,FID: 5,,100.00,0bc8dac9-7fc1-4297-b3cd-ba332ca8d29d,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,52.93,221.63, Value ,VESSEL,189.13,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
58.264683,-10.20227,FID: 6,,75.00,db952b9b-995b-4167-afe5-1b4205bbcb26,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,6.26,31.14, Value ,VESSEL,107.40,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
55.516533,-9.745606,FID: 7,,100.00,2d4927e4-7681-4588-975f-65e6e44ee666,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,13.55,65.47, Value ,VESSEL,228.40,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
57.77111,-10.769357,FID: 8,,100.00,38838178-8966-4553-b2bd-f27e5b1292a8,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,44.54,270.47, Value ,VESSEL,027.29,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
56.235352,-10.690809,FID: 9,,100.00,0a3571b8-ac04-4c9f-8eab-7159d2915696,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,30.21,286.51, Value ,VESSEL,355.53,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
58.097307,-11.34073,FID: 10,,100.00,bc6d1359-7a76-4e75-849c-edb257021bbc,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,9.55,48.77, Value ,VESSEL,152.15,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
55.188615,-10.806801,FID: 11,,75.00,82d75500-cc6a-4279-9e7b-d5267ee738a9,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,16.56,58.24, Value ,VESSEL,195.90,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
57.75967,-11.472452,FID: 12,,75.00,0ec3c7c3-58a0-48a5-8b46-00b890762280,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,9.25,61.31, Value ,VESSEL,359.70,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
58.013571,-11.928139,FID: 13,,100.00,864585a4-5ab6-434b-ab44-a0e790a3c83c,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,17.67,85.27, Value ,VESSEL,176.40,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
54.597736,-11.14812,FID: 14,,100.00,bcef6c77-b824-456b-8e2a-9c475aa515ee,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,42.91,14.79, Value ,VESSEL,079.48,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
54.947312,-11.303119,FID: 15,,100.00,e3e56c58-a1f9-4a82-8844-6e511634c318,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,7.51,25.90, Value ,VESSEL,102.03,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
57.259735,-12.018335,FID: 16,,100.00,cf24419c-4368-433a-bb3a-ee6f8b016609,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,14.49,60.50, Value ,VESSEL,193.51,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
57.498835,-12.080467,FID: 17,,100.00,de3c1939-7ecb-4eb0-a0ad-2b893beb3f67,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,13.08,81.47, Value ,VESSEL,171.06,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
56.623362,-11.924573,FID: 18,,100.00,34851f05-1e6c-4d51-87c8-77d2c95012eb,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,12.42,66.71, Value ,VESSEL,194.53,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
55.017374,-11.7156,FID: 19,,100.00,dd10174b-a90a-41d7-b2c3-d9f4092a2111,2019-11-11T01:40:30.517000Z,2019-11-11T01:41:44.638000Z,HH,14.40,53.06, Value ,VESSEL,178.13,RS2_20191111_014030_0074_DVWF_HH_SCS_771172_0360_31261402
