,lon,lat,Name,Probability,DetectionId,ProductStartTime,ProductStopTime,Polarization,Beam,Length,Type,Heading,footprint,scene_id
40,-144.688063,-9.600445,FID: 5,100.0,526c4976-2098-4a3d-88ad-2fde212e4247,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,12.21,49.7,VESSEL,37.11,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
41,-145.20551799999998,-9.545729,FID: 6,100.0,5c829c6d-bdb5-4df2-96b0-679e0fa94df8,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,9.8,33.44,VESSEL,35.85,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
42,-144.560371,-9.833826,FID: 7,100.0,923257f8-415f-42cc-9b3a-027f21697572,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,7.49,31.8,VESSEL,44.32,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
43,-145.655293,-9.666400999999999,FID: 9,100.0,db9da8f2-d308-484c-ba3e-a57d32492e00,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,14.25,49.36,VESSEL,49.64,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
44,-145.111102,-9.958339,FID: 10,100.0,95102e90-b4b0-4342-af56-3b85e019fbb7,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,15.59,63.0,VESSEL,164.25,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
45,-144.608954,-10.10343,FID: 11,100.0,19aba297-690d-4c90-b9e6-f4e8048e9d14,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,14.64,62.1,VESSEL,193.47,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
46,-144.32800500000002,-10.183989,FID: 12,100.0,c7b65d03-3f07-4279-9d94-1ac8f9ab454a,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,6.54,43.48,VESSEL,351.36,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
47,-144.758668,-10.207831,FID: 13,100.0,a95799d2-a733-4c50-8df5-0663fa5130fb,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,9.24,44.61,VESSEL,158.81,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
48,-144.02383899999998,-10.376304,FID: 14,100.0,603ad363-801c-47d8-b6a2-0dd5c72677fd,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,12.84,80.8,VESSEL,8.22,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
49,-144.15741699999998,-10.426962,FID: 15,100.0,c5c14f94-cfee-4cf6-b9dd-aa8d7a5ac30f,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,14.51,84.43,VESSEL,188.47,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
50,-144.64722,-10.407814,FID: 17,100.0,b5077647-1420-400c-ba75-b9ea544c9e0c,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,9.76,38.18,VESSEL,356.93,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
51,-145.43883300000002,-10.404466000000001,FID: 18,100.0,1c9f86bb-57c6-41f1-a9ed-d03a0c4a467e,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,13.23,77.11,VESSEL,200.4,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
52,-144.97093700000002,-10.505635,FID: 19,100.0,2fb960e3-f4af-40b0-b6b0-2dd08d994be7,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,9.07,90.43,VESSEL,359.64,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
53,-145.623471,-10.402888,FID: 20,100.0,58bba737-c517-4590-bc27-3eeea393839f,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,9.11,34.15,VESSEL,218.83,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
54,-145.644803,-10.433593,FID: 21,100.0,d32e521b-9c3f-4ece-928d-f46ad5c53aa9,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,7.26,31.77,VESSEL,224.61,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
55,-145.669291,-10.462587,FID: 22,100.0,de236015-1ee0-4710-be5e-1dd328c6fbd5,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,9.11,31.77,VESSEL,44.62,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
56,-144.112354,-10.892197,FID: 23,100.0,d98aa1f1-ba2c-46a2-9b74-69ea34e80297,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,14.67,24.24,VESSEL,296.85,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
57,-145.891179,-8.546208,FID: 0,100.0,eeb0a45e-10eb-474c-b480-80b07d1a602f,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,12.82,42.69,VESSEL,353.69,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
58,-145.434851,-9.64706,FID: 8,100.0,9c4075e7-d914-4a18-9bb1-01fe29a05947,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,10.62,57.51,VESSEL,24.49,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
59,-144.95503200000002,-10.262030000000001,FID: 16,100.0,33e8e6ec-01df-4b7d-a907-520ab5a27696,2019-08-31 15:05:53.843000+00:00,2019-08-31 15:07:07.938000+00:00,HH,9.24,43.45,VESSEL,171.47,"POLYGON ((-146.092592063 -6.380791827, -142.021327952 -7.347403142, -143.049829157 -11.721047215, -147.160730138 -10.715522747, -146.092592063 -6.380791827))",RS2_20190831_150553_0074_DVWF_HH_SCS_753433_9526_29818035
