X,Y,Name,description,Probability,DetectionId,ProductStartTime,ProductStopTime,Polarization,Beam,Length,Property,Type,Heading,ProductId
-145.958994,-10.593614,FID: 1,,100.00,842fe531-5894-40e8-96e6-53f023ace35d,2019-08-17T04:13:33.127000Z,2019-08-17T04:14:47.216000Z,HH,10.45,50.28, Value ,VESSEL,298.37,RS2_20190817_041333_0074_DVWF_HH_SCS_749777_9350_29818031
-145.91768,-7.195156,FID: 2,,100.00,064e37a2-1d9d-4317-b428-96ccdb7bae39,2019-08-17T04:13:33.127000Z,2019-08-17T04:14:47.216000Z,HH,10.39,46.58, Value ,VESSEL,343.87,RS2_20190817_041333_0074_DVWF_HH_SCS_749777_9350_29818031
-145.850784,-9.399845,FID: 3,,100.00,4f41ca6a-7185-44a4-81b6-50ca7e3bd69c,2019-08-17T04:13:33.127000Z,2019-08-17T04:14:47.216000Z,HH,13.54,49.42, Value ,VESSEL,029.29,RS2_20190817_041333_0074_DVWF_HH_SCS_749777_9350_29818031
-144.713166,-9.57684,FID: 4,,100.00,7ea9ba89-2741-445b-ab59-26a32afd1769,2019-08-17T04:13:33.127000Z,2019-08-17T04:14:47.216000Z,HH,17.01,67.29, Value ,VESSEL,146.31,RS2_20190817_041333_0074_DVWF_HH_SCS_749777_9350_29818031
-145.967735,-10.030239,FID: 5,,100.00,67d1f2b2-5f6e-450c-9134-7de47b45556b,2019-08-17T04:13:33.127000Z,2019-08-17T04:14:47.216000Z,HH,12.03,88.05, Value ,VESSEL,140.84,RS2_20190817_041333_0074_DVWF_HH_SCS_749777_9350_29818031
-144.985651,-9.907717,FID: 6,,100.00,08b32469-362f-4b54-b735-39697344acbe,2019-08-17T04:13:33.127000Z,2019-08-17T04:14:47.216000Z,HH,16.49,50.77, Value ,VESSEL,318.31,RS2_20190817_041333_0074_DVWF_HH_SCS_749777_9350_29818031
-145.500848,-10.099824,FID: 7,,100.00,4644004b-6d3c-4008-8c30-b2f783a91beb,2019-08-17T04:13:33.127000Z,2019-08-17T04:14:47.216000Z,HH,12.16,40.80, Value ,VESSEL,018.36,RS2_20190817_041333_0074_DVWF_HH_SCS_749777_9350_29818031
-145.779777,-10.218692,FID: 0,,75.00,61ff26fd-2950-4774-aafc-28ac4beb09f0,2019-08-17T04:13:33.127000Z,2019-08-17T04:14:47.216000Z,HH,10.84,73.36, Value ,VESSEL,012.33,RS2_20190817_041333_0074_DVWF_HH_SCS_749777_9350_29818031
-144.662815,-10.028137,FID: 8,,100.00,e15874a9-a352-4ac3-b9f9-792f32c507ef,2019-08-17T04:13:33.127000Z,2019-08-17T04:14:47.216000Z,HH,12.92,78.36, Value ,VESSEL,335.21,RS2_20190817_041333_0074_DVWF_HH_SCS_749777_9350_29818031
-144.604544,-10.290783,FID: 9,,100.00,81de8b1a-97b1-472c-8160-f61a810c282f,2019-08-17T04:13:33.127000Z,2019-08-17T04:14:47.216000Z,HH,16.67,57.56, Value ,VESSEL,312.67,RS2_20190817_041333_0074_DVWF_HH_SCS_749777_9350_29818031
-146.275524,-10.732746,FID: 10,,100.00,59d071d1-5aca-4688-8c7a-b9715c721673,2019-08-17T04:13:33.127000Z,2019-08-17T04:14:47.216000Z,HH,11.84,78.63, Value ,VESSEL,004.33,RS2_20190817_041333_0074_DVWF_HH_SCS_749777_9350_29818031
