X,Y,Name,description,Probability,DetectionId,ProductStartTime,ProductStopTime,Polarization,Beam,Length,Property,Type,Heading,ProductId
-146.52788,-7.756984,FID: 1,,50.00,7ee92cc8-00ba-4831-8c78-553b989b165e,2019-09-10T04:13:34.734000Z,2019-09-10T04:14:49.626000Z,HH,7.67,34.37, Value ,VESSEL,008.47,RS2_20190910_041334_0075_DVWF_HH_SCS_755804_9677_29818068
-144.75882,-7.238918,FID: 2,,100.00,4733fc6b-6dc2-4585-b553-5ff4b83ccfd0,2019-09-10T04:13:34.734000Z,2019-09-10T04:14:49.626000Z,HH,8.69,47.73, Value ,VESSEL,169.17,RS2_20190910_041334_0075_DVWF_HH_SCS_755804_9677_29818068
-146.7066,-8.158761,FID: 3,,50.00,7785348b-1bbd-4ac1-b75b-bc2ceb3c6682,2019-09-10T04:13:34.734000Z,2019-09-10T04:14:49.626000Z,HH,5.28,27.93, Value ,VESSEL,158.17,RS2_20190910_041334_0075_DVWF_HH_SCS_755804_9677_29818068
-144.65422,-7.80209,FID: 4,,100.00,aba3f8c2-4934-42be-926e-8cdc54f356de,2019-09-10T04:13:34.734000Z,2019-09-10T04:14:49.626000Z,HH,9.50,49.88, Value ,VESSEL,162.92,RS2_20190910_041334_0075_DVWF_HH_SCS_755804_9677_29818068
-144.606935,-7.826461,FID: 5,,100.00,739c214b-8b36-41d6-b174-5b78622b9fec,2019-09-10T04:13:34.734000Z,2019-09-10T04:14:49.626000Z,HH,11.66,55.23, Value ,VESSEL,342.17,RS2_20190910_041334_0075_DVWF_HH_SCS_755804_9677_29818068
-144.397666,-8.132814,FID: 6,,100.00,304e3cbe-6418-4c04-b691-4d912667bc01,2019-09-10T04:13:34.734000Z,2019-09-10T04:14:49.626000Z,HH,6.74,36.23, Value ,VESSEL,183.98,RS2_20190910_041334_0075_DVWF_HH_SCS_755804_9677_29818068
-145.024166,-8.777483,FID: 7,,100.00,20921d78-9a5e-4368-a3d8-8fecbd40f627,2019-09-10T04:13:34.734000Z,2019-09-10T04:14:49.626000Z,HH,12.05,54.41, Value ,VESSEL,341.92,RS2_20190910_041334_0075_DVWF_HH_SCS_755804_9677_29818068
-146.488364,-9.504105,FID: 9,,100.00,868e3ae3-8b38-4456-808a-3f6ba7671edd,2019-09-10T04:13:34.734000Z,2019-09-10T04:14:49.626000Z,HH,9.99,50.25, Value ,VESSEL,161.06,RS2_20190910_041334_0075_DVWF_HH_SCS_755804_9677_29818068
-144.57928,-9.048735,FID: 10,,75.00,50df0248-5ba1-4129-8d8d-f1423637222e,2019-09-10T04:13:34.734000Z,2019-09-10T04:14:49.626000Z,HH,5.36,30.54, Value ,VESSEL,327.45,RS2_20190910_041334_0075_DVWF_HH_SCS_755804_9677_29818068
-146.162487,-9.441374,FID: 11,,100.00,7dae4fee-82a2-4f27-a773-3574488530d2,2019-09-10T04:13:34.734000Z,2019-09-10T04:14:49.626000Z,HH,12.37,39.92, Value ,VESSEL,315.81,RS2_20190910_041334_0075_DVWF_HH_SCS_755804_9677_29818068
