X,Y,Name,description,Probability,DetectionId,ProductStartTime,ProductStopTime,Polarization,Beam,Length,Property,Type,Heading,ProductId
-145.923628,-8.882601,FID: 1,,75.00,706c4bd3-9177-4472-92b6-314bd9d7cd89,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,15.62,74.32, Value ,VESSEL,309.16,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-146.22401,-9.060252,FID: 2,,100.00,0d607695-571d-42fc-8141-745bc4b91fdc,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,12.27,63.74, Value ,VESSEL,011.02,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-146.272438,-9.151498,FID: 3,,50.00,c994ca30-59d6-47b4-acf8-fdd28a5898ca,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,11.88,65.60, Value ,VESSEL,005.90,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-145.888443,-9.51445,FID: 4,,100.00,d165174e-23fd-4b8f-be77-d8357fb51f8a,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,14.99,85.73, Value ,VESSEL,029.26,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-145.120038,-9.399933,FID: 5,,100.00,a07d45b2-f56b-4bde-b377-ff578a4ff05c,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,15.63,87.79, Value ,VESSEL,351.38,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-145.509057,-9.890946,FID: 6,,100.00,e1c69a6b-4eff-40c1-a14c-c6403c47a1a4,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,12.21,57.32, Value ,VESSEL,340.10,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-145.816028,-10.014395,FID: 7,,75.00,4a33924b-51e2-4262-8949-bf17bed59711,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,13.32,40.20, Value ,VESSEL,338.60,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-144.540147,-9.897565,FID: 9,,75.00,c01a6745-136c-4573-9ced-dd5f1527afa5,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,11.30,78.62, Value ,VESSEL,001.62,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-145.132286,-10.068248,FID: 10,,100.00,9039dedc-6fda-491d-86e4-b9cf52eaa2c7,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,17.40,218.60, Value ,VESSEL,166.24,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-145.941789,-10.335264,FID: 11,,100.00,b837d35d-df8d-47b4-b7f0-8d4a73032bd4,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,10.78,51.05, Value ,VESSEL,331.98,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-145.993084,-10.391055,FID: 12,,100.00,9ca13a7c-d283-4bbd-acf8-dfd6ef611c6e,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,11.12,69.51, Value ,VESSEL,192.36,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-146.049828,-10.556823,FID: 13,,100.00,55e830f0-29b2-4ab2-aa57-bd6a7455f300,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,10.07,40.79, Value ,VESSEL,203.94,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-145.021595,-10.311683,FID: 14,,100.00,36f5dcd9-894e-4cdf-ae96-e3668301e6ba,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,9.35,105.78, Value ,VESSEL,190.86,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-144.831508,-10.269254,FID: 15,,75.00,ff7dfc2c-b162-47c5-931b-52ba5524a5b4,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,7.63,85.97, Value ,VESSEL,337.67,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-146.092977,-7.40825,FID: 0,,100.00,0593ef56-7815-4ccf-8261-0e43b03873c4,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,28.35,140.36, Value ,VESSEL,260.55,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
-144.889701,-9.978477,FID: 8,,100.00,6a63b016-3599-42db-a7ca-9d5ab6d88266,2019-09-03T04:17:44.270000Z,2019-09-03T04:18:59.167000Z,HH,15.25,55.36, Value ,VESSEL,005.04,RS2_20190903_041744_0075_DVWF_HH_SCS_754024_9569_29818064
